round,preset,pass_at_1,pass_at_k,k,n_selected,n_trained
0,default,0.0000,0.1250,4,1,1
0,reward,0.0000,0.1250,4,1,1
1,default,0.0000,0.1250,4,1,1
1,reward,0.0000,0.1250,4,1,1
